objectid,parentid,filename,title,tour_site_number,creator,date_of_construction,narrative,structure_type,house_type,architectural_style,architect,subject,location,latitude,longitude,source,type,format,language,rights
coll011,,1000.png,A Walk Through the McDoel Gardens Neighborhood,,"City of Bloomington, Indiana",1830; 1926; 1927,"As other Bloomington neighborhoods were developing during the mid to late 1800's, the area now known as McDoel Gardens consisted primarily of farms dissected by the Dixie Highwav(Rogers Street). The Louisville, New Albany and Chicago Railroad formed the eastern boundary and the Illinois Central Railroad spur created the current western boundary (Patterson Street). The Morton Dodd’s family farm was on the southern end of the neighborhood. By 1909, when the railroads assumed the name of the Monon Route, a handful of individual homes consisting of around 30 families, were generally located along First, Morton and Rogers Streets.

The Gentry family farm made up the core area of the current neighborhood. It centered around a large brick home on Rogers Street. When Henry B. Gentry’s Dog and Pony Show became a hit, the act evolved into the Gentry Brother’s Famous Shows. By 1902, the big top circus, which wintered here, was traveling the country in 72 railroad cars. When H.B. Gentry sold his circus in 1916, he was considered by many to be the greatest circus man in America. He died in Bloomington in 1940.

With the coming of the 20"" century, the neighborhood began to change dramatically as both industry and housing int ed. Limestone mills were established in close proximity to the railroad, eventually totaling eleven mills within three blocks of the modem boundaries of McDoel Gardens. The opening of Henley Stone Company Mill in 1893 was followed by, among others, Bloomington Cut Stone Company Mill (1906); Hoadley Stone Company Mill (1906) built by John W. Hoadley Jr. and, Radley Mill (1907) built by Bloomington-Bedford Stone Company.

During this same time period, the railroad company developed the rail yard just outside the modem southeast boundary of the neighborhood. The Monon switchyard created another source of employment in the neighborhood. In 1910, it was officially named for W. H. McDoel, the influential president of the company from 1899-1909. Improvements at the McDoel Yard, which doubled its capacity, included construction of a new turntable, roundhouse, and coal and water stations. The 1891 Dodds Subdivision, located between Madison and Rogers Streets, developed with the most prevalent house type of the time, the gabled-ell with either a cross gabled or pyramidal roof shape. Stylistic flourishes were discretionary—some reflected the Queen Anne, Free Classic or Craftsman styles, while others were plain in appearance. The Monon Hotel on South Street (Hillside Drive) also provided accommodations for both railroad employees and travelers.

Another significant event in the development of McDoel Gardens took place in 1919 when Showers Brother’s Company purchased 70 acres of the Dodds farm for construction of its new kitchen cabinet factory. The company, headquartered near downtown Bloomington on Morton Street, was at the time the largest furniture manufacturer in the nation. By the late 20’s a new manufactured item, the radio, came on the scene and the factory became known as Shower’s Radio and Cabinet Factory.

The demand for nearby housing prompted the platting of the Gentry farm into the Dixie Highway Addition in 1923. Over the next decade more than 80 homes were built or moved between Dixie (originally Park Street) and what is now Patterson. Thus the majority of houses in the neighborhood date from this era.

Catalogues homes—particularly popular in the Midwest—supplied a rapidly growing population with affordable housing. In McDoel Gardens, closely spaced lots (48” wide) with deep back yards and minimal setbacks created uniform streets of simple period homes. Predominantly bungalows, the houses create a distinctive rhythm to the street characteristically linked by continuous limestone walls. Exteriors typically exhibit small Arts and Crafts details with a few displaying Colonial Revival and Dutch Colonial influences. Today identification of such homes is not an exact science. Buyers were able to order their home with changes to floor plans, roof lines, porch layouts and decorative details.

The limestone mills began closing in the 1930s. However, in 1940 the Shower’s Radio and Cabinet Factory was taken over by Radio Corporation of America. Here the first “Nipper” model radio was assembled and within six months 300,000 more had been completed. The first color television rolled off the assembly line in 1954, paving the way for the plant to become world renowned for its production of color TV’s. For the next four decades, the RCA factory anchored the southern end of the neighborhood. Likewise, Bloomington Hospital, founded in 1905 on the north end, continued to grow and expand. Few new houses were constructed in McDoel Gardens following World War II and most of the neighborhood businesses closed. Then with decline of the railroads, economic downturns, shifts in work patterns, and the rise of the global economy, RCA eventually closed. The factory buildings were demolished in 2002 to make way for new development.

In March 2001, the McDoel Gardens Neighborhood Association worked to have a Conservation District ordinance passed. It governs only the demolition, new construction and moving of primary buildings to help slow the rate of housing loss to adjacent commercial and institutional development while allowing maximum freedom to homeowners. The association works continually toward improvements to the visual and physical characteristics of the neighborhood while preserving its history. Today McDoel Gardens is once again thriving as it attracts new homeowners and businesses.

In Appreciation:

Financial support for this publication was provided by the Department of Housing and Neighborhood Development, City of Bloomington.

Researched and written by Danielle Bachant-Bell, with assistance provided by Paul Ash, Elizabeth Cox-Ash, Nancy Hiestand, Ellen Sieber and Virginia Tyte. Historic photographs provided by the William Hammond Mathers Museum and Virginia Tyte. Additional archival information was gathered at: The Indiana Room, Monroe County Public Library.

The buildings shown here are representative and are not intended to be an exhaustive list of historic resources in the district.

For a comprehensive history on McDoel Gardens, visit www.mcdoelgardens.org




",House,I House; Kit Home; Bungalow; California Bungalow,Federal; Craftsman,,,"Bloomington, Indiana",,,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the McDoel Gardens Neighborhood",Image;StillImage,compound_object,eng,City of Bloomington Department of Housing and Neighborhood Development
coll012,coll011,1007.png,Henderson House; 748 South Morton Street,No. 7,,1830,"One of the oldest homes in Bloomington, it is associated with Baynard Rush Hall, a founding professor of Indiana Seminary, the precursor of Indiana University. Predating the Louisville, New Albany and Salem Railroad by twenty years, it was in the possession of its namesake, Joseph Henderson, by 1836. Built as a hall and parlor, alteration of the interior stairway in the 1850s configured the home into a five-bay I-house, one of the many variations of this house type. Despite its apparent size, the interior spaces of the home are quite modest due to the 18” thick brick walls. The total square footage is actually less than 1,800. The reconstructed porch reflects later stylistic influences of the Queen Anne era. The rear shed addition houses the kitchen installed in the 1940s.",House,I House,Federal,,residential architecture; I houses; federal style architecture,"Bloomington, Indiana",39.15781462,-86.53652669,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the McDoel Gardens Neighborhood",Image;StillImage,image/png,eng,
coll013,coll011,1011.png,708 West Wylie Street,No. 11,,1927,"This double entry bungalow was constructed as a duplex, evidenced by the two families listed in residence in the 1929- 30 City Directory. It may be an example of the Honor Built Hampton (Sears, Roebuck & Co.). A mixture of brick and limestone is used along with the wood of the battered columns and bead board ceiling. The house at 710 W. Wylie (1928) is smaller but with similar features and may be the Standard Built Grant (Sears, Roebuck & Co.). Across the street at 707 and 709 W. Wylie (1926) are varying examples of either the Crescent or Ardana (Sears, Roebuck & Co.).",House,Kit Home; Bungalow,,,residential architecture,"Bloomington, Indiana",39.15860439,-86.54185646,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the McDoel Gardens Neighborhood",Image;StillImage,image/png,eng,
coll014,coll011,1012.png,603 West Wylie Street,No. 12,,1927,"Identified as the Homewood (Sears, Roebuck & Co.), this large house retains its original lines and Craftsman porch details. Proceeding east, an earlier era of house type is seen in the pyramidal roof gabled-ells at 517 and 513 W. Wylie (c.1915).",House,Kit Home ,,,residential architecture,"Bloomington, Indiana",39.15823672,-86.54018527,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the McDoel Gardens Neighborhood",Image;StillImage,image/png,eng,
coll015,coll011,1015.png,920 South Rogers Street,No. 15,,1926,"This high style cross-gabled bungalow, situated on what was once part of the Gentry family farm, was first owned by William and Clara May. William was employed as a planer at the Hoadley Mill. Among the home’s interesting features are the arched porch lintel leading down to battered columns, and the period limestone garage building facing Dixie. Looking across Rogers at 1003 S. Rogers (c.1926) is an unusual side-gabled bungalow duplex.",House,California Bungalow,Craftsman,,residential architecture; American craftsman style,"Bloomington, Indiana",39.15669412,-86.53900052,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the McDoel Gardens Neighborhood",Image;StillImage,image/png,eng,
coll016,,0300.png,A Walk Through the North Washington Neighborhood,,"City of Bloomington, Indiana",1890; 1898; 1900; 1913,"At the turn of the century, Bloomington boasted a small but growing university, a healthy limestone industry, and most importantly, the Showers Brothers Furniture Factory (“the world’s largest”)—which produced catalogue furniture for the nation. In the 1890s the Showers brothers had matured enough as business men to enter real estate speculation. They partnered to develop a two-block area adjacent to their Walnut Street homes as a residential district for their families and friends. Although the land was platted in 1889 by the Bollman family, the Showers family built or owned at least thirteen of the homes. Unfortunately, the original Walnut Street homes of the Showers brothers, James N. and William S. are lost. In contrast, the area developed along Washington Street itself remains relatively protected from commercial encroachment.

Showers family history begins in Bloomington in 1856, when Charles Showers began his furniture-making career. With his partner, James Hendrix, he opened a bedstead and chair shop on the east side of the square in 1862. Later, the successful Showers family also developed land and members are responsible for several subdivisions in Prospect Hill as well as purchases in the Bollman Addition which became the North Washington Street Historic District. From 1878-1884 the furniture factory was located on the east side of town at Ninth and Grant Streets. A devastating fire forced the relocation of the business to Eighth and Morton. This move, as well as the decision of Indiana University to move from Seminary Square to Dunn’s Woods after yet another tragic fire, created a market for high style homes on this side of town. In the early twentieth century the corridors along College and North Walnut were lined with gracious homes separated by boulevard-like medians. This vista is gone from the city forever, but remnants can be seen in the mature trees, walled gardens, stone steps and carved limestone railings on North Washington Street.

With the loss of so many early homes, Washington Street is the best remaining example of a neighborhood built for Bloomington’s entrepreneurial classes. The Buskirks, Grahams and Matthews, who were influential businessmen, and Nellie Showers Teter and Dr. Burton Myers, who were prominent names at the university, also lived there. An 1892 article in the Bloomington Telephone called this district the “Showers build- ing boom.” Interestingly, city directory research proves that this urban neighborhood also was home to chauffeurs and school teachers living among the Bloomington barons of industry.

The Queen Anne buildings erected by W.N. Showers and J.D. Showers, and the Eclectic and Classical Revival buildings erected by their children, remain a remarkable collection of residences in a neighborhood of great architectural integrity. While few buildings are identical, there is a repetition of elements such as porch columns, beveled corners, gable height, roof pitch and shingle and clapboard patterning, that give a visual rhythm and harmony to the streetscape. Two definite architectural styles predominate: Queen Anne with its complex massing, patterned framing and gable ornaments and the Free Classic style which mirrors the massing but recalls classical details through grouped Tuscan columns and pedimented gables. The Free Classic style was popularized by John Nichols, an early local architect and it has several excellent examples along the Washington Street.

“The Morgan House,” located at the corner of 10th and Walnut, is now believed to be patterned on the designs of George Barber and strongly resembles his catalogue’s House Plan #41. In 1981, this house became the first federally funded preservation project attempted by the fledgling local preservation organization, Bloomington Restorations, Inc. In significant disrepair throughout the 1970s and 80s, the house was adapted for commercial use and is the gold standard for residential restoration in our community. In addition to the aforementioned styles, there are also examples of a Colonial Revival style, an Italianate house and a Craftsman Bungalow.

The district also features houses designed by Bollenbacher and Lowe (528 N. Walnut) and John Nichols (418 N. Washington). By the mid-twentieth century these large homes were being converted into boarding houses for students. Years of hard use left their toll. In the early 1990s, a slow steady revitalization began, encouraged at first by a few resident owners, and then investor owners.

During a recent restoration of the house at 418 North Washington, the owner uncovered proof that the house was a Nichols design, and looking in the catalogue, could identify not only the house he owned but also an early image of the Seward property next door.

The caption reads, “If you want a cozy cottage with sleeping rooms above, here it is: hard wood floors and finish, brick mantel, cut glass: Basement under entire house. Hot water heat, first class plumbing. Prices complete $1900. ‘Eight rooms.’ Working plans and specifications $19.00.”

As in most historic houses, small modifications were made to the house over time. In this case the front steps were moved to the front of the house, although they were clearly according to the architect’s design when the house was built, as depicted above.

The struggle to maintain these grand houses continues. Recently the house at 430 North Washington, once owned by Wm. Edward Showers and later, William Graham, was converted into a bed and breakfast. It is hoped that this commercial use may help support the costs of repairing and restoring the house that so directly recalls Bloomington’s heyday as a major national furniture production center.

The North Washington Street Historic District was listed in the National Register of Historic Places in March 1991. The Morgan House is individually listed in the National Register. More information on North Washington Street, and a copy of the National Register nomination, is available in the Indiana Room of the Monroe County Public Library.

Financial support for this publication was provided by the Department of Housing and Neighborhood Development. This brochure was first published in 1988 and has gone through three editions. It was originally funded through a grant from the Indiana Division of Historic Preservation and Archaeology.

Research by William Coulter, Carrol Krause and Nancy Hiestand. Archival Photographs are courtesy of the William H. Mathers Museum. Design assistance by Ellen M. Campbell.
",House,Gabled-ell,Neo-Classical; Queen Anne; Georgian Revival,Lowe and Bollenbacher,,"Bloomington, Indiana",,,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the North Washington Neighborhood",Image;StillImage,compound_object,eng,City of Bloomington Department of Housing and Neighborhood Development
coll017,coll016,0304.png,418 North Washington Street,No. 4,,1900,"The beveled corners of this house reveal Queen Anne stylistic influence, but its prevailing symmetry and trim mark it as predominantly Classical Revival. Notice the cornice returns. This house is #245 in John Nichols’ Catalogue of Artistic Designs which includes a photograph of it in its Bloomington location showing the Seward property to the north and a vacant lot to the south. ",House,,Neo-Classical,,residential architecture; neoclassical architecture,"Bloomington, Indiana",39.16995147,-86.53207736,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the North Washington Neighborhood",Image;StillImage,image/png,eng,
coll018,coll016,0308.png,Seward House; 420 North Washington Street,No. 8,,1890,"This is a charming 1890s cottage, occupied originallly by the Cravens publishing family and then for many years by a member of the Seward family, one of the oldest manufacturing companies in Indiana. Notice the Queen Anne beveled corners, the little tower and the Gothic style gable on the front porch. The alternate use of curved and geometric shingles creates an interesting variety of textures on the front gables.",House,,Queen Anne,,residential architecture; Queen Anne style architecture,"Bloomington, Indiana",39.17009691,-86.53207207,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the North Washington Neighborhood",Image;StillImage,image/png,eng,
coll019,coll016,0319.png,Batman-Brown House; 526 North Washington Street,No. 19,,1898,"Originally built by the Batman family, this sprawling one story frame house, in the Queen Anne cottage style, became the residence of chemistry professor and researcher Oliver Brown. Note the dentil molding, the charming attic ventilator, and the importance of the roof in the design.",House,Gabled-ell,Queen Anne,,residential architecture; Queen Anne style architecture,"Bloomington, Indiana",39.17135226,-86.53204637,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the North Washington Neighborhood",Image;StillImage,image/png,eng,
coll020,coll016,0322.png,Teter House; 528 North Walnut Street,No. 22,,1913,"Chicago architects Lowe and Bollenbacher designed this house in 1913 for Sanford Teter, an officer of the Showers Brothers Furniture Company, and for his wife Nellie Showers Teter, who became the first female trustee of Indiana University. Note the dark headers and light stretchers in the brickwork of this Gerogian Revival style house. The dormer windows are arched, and the guttering has been built into the eaves. John Carlyle Bollenbacher had roots in Bloomington having once lived at 645 North College in a large federal style white house that still stands.",House,,Georgian Revival,Lowe and Bollenbacher,residential architecture; Georgian architecture,"Bloomington, Indiana",39.17134754,-86.53320423,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the North Washington Neighborhood",Image;StillImage,image/png,eng,
coll021,,0600.png,A Walk Through the Cottage Grove Historic District,,"City of Bloomington, Indiana",1860; 1890; 1905; 1926,"Cottage Grove Avenue runs through this district of turn-of-the-century, vernacular, wood frame cottages and 1920s Craftsman style masonry homes. The builders and residents of these homes belonged to all classes of early twentieth century Bloomington society. Tree-limed streets, some with brick or cut limestone sidewalks and cut limestone retaining walls, add to the historic character of the area.

The southwest quadrant of the area was platted by Daniel Read and others in 1853 as an addition to the city. The oldest houses in the district are located in a remaining segment of the Read Addistion along East tenth and were probably constructed between 1853 and the platting of the Cottage Grove Addition by Ira and Mary Batman in 1896.

The vernacular cottages found along Cottage Grove, North Lincoln, East Eleventh and East Twelfth were home to working class Bloomingtonians. Residents worked at the Showers Brothers Co. furniture factory, on the Monon railroad an at downtown shops, all located within blocks of this district. The Cottage grove Addition was expanded to the north in 1902 and again in 1903, ultimately bounded by Dunn, Tenth, Lincoln and the Illinois Central railroad on the north. Samuel Rhorer platted the Rhorer Subdivision along the west side of Lincoln between Cottage Grove and Eleventh in 1905. Most of the houses in this eastern half of the district were constructed by 1909. These frame cottages are vernacular in style with some Queen Anne and Classical Revival details.

Max Lade, and executive at the Showers Brothers Co., lived with his wife, Martha, in the former Hunter House at 644 North Walnut in the early 1920s. Bloomington architect John Nichols renovated the house for them in 1922, adding a large two-story classical porch. (The house was demolished in the mid-1970’s.) In 1923, the Lades platted a large addition, which encompasses most of the western half of the Cottage Grove district. The majority of houses in the Lades’ Addition were built of masonry in the Craftsman style between 1923 and 1929. Occupants of these brick and limestone houses over the years were professionals and businessmen involved in the limestone industry, local businesses, banking and medicine.

The Craftsman style, championed by the Atlantic coast designer and publisher Gustaf Stickley, was influenced by Medieval architecture and sought to celebrate the honest craftsmanship and basic structure of the home. Characteristic features are wide overhanging eaves with knee braces, exposed roof rafters and trusses, multi-paned upper window sash and pergolas. This versatile style was adapted in wood brick and limestone for bungalows, duplexes and apartment buildings. Sears, Roebuck & Co. offered many house plans and kits in this style, prolific in Bloomington in the 1920s. At least one Sears home was built in this neighborhood.

Additional information on this historic area is available in the Indiana Room of the Monroe County Public Library.

In Appreciation:

Financial support for this publication was provided by the Housing and Neighborhood Development. This brochure was first published in 1988 and has gone through four editions. (Last update 8/2017) It was originally funded through a grant from the Indiana Division of Historic Preservation and Archaeology.

Research and design assistance by William Coulter, Nancy Hiestand, Ellen M. Campbell. Updates and photographs taken by Stacy Hardy. A special thanks to Bethany Emenhiser for her assistance.

",House,Carpenter-Builder; Dormer Front Bungalow; Hall and Parlor; Double Pen; Western Bungalow,Queen Anne; Craftsman; Federal; Arts and Crafts,,,"Bloomington, Indiana",,,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Cottage Grove Historic District",Image;StillImage,compound_object,eng,City of Bloomington Department of Housing and Neighborhood Development
coll022,coll021,0602.png,612 North Walnut Street,No. 2,,1890,"Stone quarry owners Mr. & Mrs. John Hunter were the residents of this late 19th century Queen Anne style brick house at the turn of the century. The next resident, Julia Evans, widow of James, proprietor of the Evans Electric Co., lived in the house until the 1940s. Textual complexity is created by the recessed panels in the brick and fish scale shingles and ornate scroll work vents in the gables. Compare this Queen Anne brick cottage with the larger contemporary wood frame Morgan House in the next block at 532.",House,Carpenter-Builder,Queen Anne,,residential architecture; vernacular architecture; Queen Anne architecture,"Bloomington, Indiana",39.17220102,-86.53330668,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Cottage Grove Historic District",Image;StillImage,image/png,eng,
coll023,coll021,0608.png,808 North Washington Street,No. 8,,1926,"Lancelot Kell, foreman at the Indian Hill Stone Co. of Victors, and his wife, Josephine, lived in this Craftsman style bungalow in 1927. The brick house with limestone details has classic bungalow features such as the low pitched roof, wide overhanging eaves with large brackets, wide front porch and multi-paned upper sash. Reportedly built from a Sears, Roebuck and Company kit, the house is similar to the ""Bedford"" plan offered by Sears in the 1920s.",House,Dormer Front Bungalow,Craftsman,,residential architecture; American craftsman style,"Bloomington, Indiana",39.17380742,-86.53203777,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Cottage Grove Historic District",Image;StillImage,image/png,eng,
coll024,coll021,0616.png,217 East Tenth Street,No. 16,,1860,"This simple wood frame house is among the oldest homes in the district. It is a traditional vernacular ""Hall-and-Parlor"" house consisting of a rectangular floor plan with a central front door opening into the larger of two rooms. This early house probably dates from between the 1853 Read Addition and the 1896 Cottage Grove Addition. Its simple form is a reminder of the time when small farms adjoined the city and the ""grove of cottages"" was an unimaginable development.",House,Hall and Parlor; Double Pen,Federal,,residential architecture; double-pen houses; hall-and-parlor houses; federal style architecture,"Bloomington, Indiana",39.17185271,-86.53148445,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Cottage Grove Historic District",Image;StillImage,image/png,eng,
coll025,coll021,0620.png,801 North Lincoln Street,No. 20,,1905,"Also built in the first decade ofthe 20th century, this wood frame, pyramidroof cottage with a classical porch column and fancy cut roof rafters is sited high above the street with an attractive limestone retaining wall. There is a matching carriage house at the rear. Stone contractor Charles Woolery and his wife, Mabel, lived here from 1916 to the 1920s, when they moved to the newly fashionable Elm Heights neighborhood.",House,Western Bungalow,Arts and Crafts,,residential architecture,"Bloomington, Indiana",39.17364158,-86.53124427,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Cottage Grove Historic District",Image;StillImage,image/png,eng,
coll026,,0100.png,A Walk Through the West Side Historic District,,"City of Bloomington, Indiana",1850; 1898; 1900; 1913 ,"When Bloomington was laid out in 1818, the area now known as the West Side Historic District was undeveloped outlots—land reserved for small farming operations by town residents and for future urban expansion. In 1853, tracks for the Louisville, New Albany and Salem Railroad were laid along what is now Morton Street. Industrial growth centered around the railroad began with early businesses including Seward and Sons Foundry, Thomas Hardesty carding mill, McChum’s grist mill, and Major Hite’s steam
flour mill. During this period residential development was minimal, consisting mainly of 18 large tracts of land owned by prominent citizens. Federal, Greek Revival and Italianate styled I-houses were a predominant house type with excellent examples still present.

As the 19th century progressed the west side experienced increased growth. After a devastating fire in 1884, the Showers Brothers Company relocated from the east side of town to a site on the west side along the railroad tracks. The significant history of the West Side also reflects the migration of African Americans to the Westside of Bloomington where they were encouraged to purchase homes and to be close to the Showers factory, of one of the few companies that employed blacks. Other industries of that growth era were: Dolan Tierman Stave Factory, Field Glove, Bloomington Basket Company, Nurre  Mirror Company, Central Oolitic Stone Saw Mill, and Hoadley Stone Company. The area continued to be integrated, however it became familiar as the home of Bloomington’s go African American community and the location of its most important landmarks. Second Baptist Church, Bethel A.M.E. Church and the Banneker School are outstanding in both the quality of their design and materials. A few wealthy citizens and middle class businessmen built imposing homes along Kirkwood east of Maple, but this was not the residential trend. Instead, smaller lots were platted for denser neighborhoods on which simply designed vernacular houses were built for the West Side’s rapidly expanding workforce. Pyramidal roof, shot-gun, and gabled-ell house forms with Queen Anne or Free Classic detailing—often available through catalogs and pattern books—were common throughout the neighborhood during the turn of the century and many examples are still visible. The established nature of this community is also reflected in the landmark limestone buildings that remain.

Other buildings in the West Side reflect the city’s change from horse drawn to automobile transportation in the decade of the 1920’s. Car dealerships, garages, and motor specialty businesses were built close to downtown and reflect the industrial architecture of the period: brick construction with steel windows, stepped parapets and vaulted roofs. Residences of the early decades of the 20"" century also reflect the predominant types of the period, the bungalow and foursquare with Craftsman detailing.

The period from 1900-1918 is known as the “Bloomington Renaissance.” These years of growth and prosperity established the physical character of the city as it is seen today. Businesses of the West Side figured prominently in this era. Annually approximately $2 million in products and $3 million in limestone were exported, and $1 million came into the city through Indiana University. The heart of the West Side district was undoubtedly the Showers Brother’s Furniture Factory, the largest single furniture factory in the United States by 1912. Showers Brothers Company was also known for its unique scope of influence in furniture design and innovation, in its progressive stance on minority employment, and in the overall growth of the City of Bloomington.

During the 1990s, the West Side began experiencing a new type of growth. The restoration and reuse of large industrial buildings began with conversion of Showers Brother’s Plant #1 into elegant office space and City Hall. The residential area also experienced revitalization by various public and private entities. Funding for these projects came from a variety of sources including federal tax credits, local tax abatement, CDBG funds, private investment, and other local programs benefiting owners of historic homes. The result has been an increase in homeownership and revitalization of the neighborhood’s sense of community.

Today the Near West Side of Bloomington remains a racially diverse, family oriented neighborhood with minimal alterations to its historic homes and commercial buildings. It is listed on the National Register of Historic Places and is the largest area so designated in the city. Fairview Historic District, the boundaries of which are within the West Side Historic District, is a Bloomington local Historic District. Buildings that are individually listed are noted by NR (National Register) and LD (Locally Designated) in the site list. More information on the West Side, and copies of the National Register nominations, are available in the Indiana Room of the Monroe County Public Library.

* The walking tour is at least 2 hours on slightly hilly terrain.

This brochure has been funded in part by a U.S. Department of the Interior, National Park Service Historic Preservation Fund grant and administered by the Indiana Department of Natural Resources, Division of Historic Preservation and Archaeology. This program has received federal assistance for the identification, protection, and/or rehabilitation of historic properties and cultural resources in the State of Indiana. Under Title VI of the Civil Rights Act of 1964 and Section 504 of the Rehabilitation Act of 1973, the U.S. Department of the Interior prohibits discrimination on the basis of race, color, national origin, or disability in its federally assisted programs.

If you believe that you have been discriminated against in any program, activity, or facility as described above, or if you desire further information, please write to: Office of Equal Opportunity, U.S. Department of the Interior, Washington, D.C. 20240.

The activity that is the subject of the brochure has been financed in part with federal funds from the U.S. Department of the Interior, National Parks Service. However, the contents and opinions contained in this publication do not necessarily reflect the views or policies of the Department of the Interior, nor does the mention of trade names or commercial products constitute endorsement or recommendation by the U.S. Department of the Interior.

In Appreciation:

Research for this project was originally funded in part by a Department of the Interior grant administered by the Division of Historic Preservation and Archaeology, Indiana Department of Natural Resources.

Financial support for this publication was provided by the Department of Housing and Neighborhood Development, City of Bloomington.

Assistance was provided by Danielle Bachant-Bell and Nancy Hiestand.

Many thanks for the historic photographs of E. Bridgwaters’ collection and William H. Mathers Museum.

The buildings shown here are representative and not intended to be an exhaustive list of historic resources in the district.
",Church; House,Carpenter-Builder; Shotgun; I House,Queen Anne; Vernacular; Federal; Greek Revival; Romanesque Revival,Samuel Plato,,"Bloomington, Indiana",,,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the West Side Historic District",Image;StillImage,compound_object,eng,City of Bloomington Department of Housing and Neighborhood Development
coll027,coll026,0114.png,Griffin House; 621 West 7th Street,No. 14,,1898,"Built by Lafayette Mayfield, the Griffin family occupied it for 44 years. The family owned Quality Hardware Store and Mrs. Griffin was a founding member of the Fairview PTA. Its typical Queen Anne detailing features multiple gables, turned porch posts and a decorative spindle frieze. Immediately to the west, at 625 W. 7th, is a c. 1925 side gable bungalow with a rock faced limestone porch. This house type is representative of the later construction era of the neighborhood.",House,Carpenter-Builder,Queen Anne,,residential architecture; vernacular architecture;  Queen Anne style architecture,"Bloomington, Indiana",39.16846372,-86.54070144,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the West Side Historic District",Image;StillImage,image/png,eng,
coll028,coll026,0116.png,904 West 7th Street,No. 16,,1900,"This single story, frame shotgun is one room wide with a gabled wing. Its history reportedly includes use as a neighborhood restaurant. Additional examples of the shotgun house can be viewed along N. Adams Street. The gabled-ell cottage at 902 W. 7th features a hipped roof and multiple gables of the Queen Anne period",House,Shotgun,Vernacular,,residential architecture; shotgun houses,"Bloomington, Indiana",39.1688121,-86.54398281,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the West Side Historic District",Image;StillImage,image/png,eng,
coll029,coll026,0119.png,Elias Abel House; 317 North Fairview Street,No. 19,,1850,"Elias Abel, county treasurer and state legislator, bought the lot in 1845 and built this house sometime before selling the property in 1856. Built in the Greek Revival style, originally with a “fair view of the courthouse”, it may well be the finest frame example of the central hall I-house in Bloomington. The low-pitched roof is supported by a decorative frieze with boxed returns on the gable ends; Doric pilasters are on both front corners and the open porch (a restoration) echoes the Greek columns and decorated frieze found on the eaves and gables. Further east at 627 W. 8th is Fairview Public School. The present main building (1953) replaced the original 1892 Romanesque Revival structure. The WPA brick annex was built in 1928.",House,I House ,Federal; Greek Revival ,,residential architecture; I houses; federal style architecture; Greek revival architecture,"Bloomington, Indiana",39.16926682,-86.54142911,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the West Side Historic District",Image;StillImage,image/png,eng,
coll030,coll026,0121.png,Second Baptist Church; 321 North Rogers Street,No. 21,,1913,"The Second Baptist congregation was established in Bloomington in 1872. Samuel Plato, a black architect from Louisville, designed this church according to the Akron plan: a square sanctuary with semi-circular seating. Plato was later employed by the federal government and designed many post offices and federal buildings. Here the limestone veneer façade has large gables, a square bell tower and stained glass windows. The cornerstone inscription reads: “Second Baptist Church/ 1913/ Please respect the privacy of the owners by Rev. M.M. Porter, Pastor.”",Church,,Romanesque Revival,Samuel Plato,churches; Romanesque architecture,"Bloomington, Indiana",39.16939603,-86.53904772,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the West Side Historic District",Image;StillImage,image/png,eng,
